Start Deterministic Training with seed 42
x_train.shape: (21010, 12, 716, 2) y_train.shape: (21010, 12, 716, 2)
x_val.shape: (7004, 12, 716, 2) y_val.shape: (7004, 12, 716, 2)
x_test.shape: (7003, 12, 716, 2) y_test.shape: (7003, 12, 716, 2)
mean: 247.27712948387617 std: 184.2962619575748
------------ Options -------------
device: cuda:0
k: 15
l: 2
dataset: sd
data: data/SD
seq_length: 12
steps_per_day: 96
nhid: 64
in_dim: 2
num_nodes: 716
batch_size: 32
dropout: 0.1
epochs: 100
print_every: 50
seed: 42
save: ./study/experiment/sd/09_24_07_08/
expid: 1
load_path: None
patience: 30
lr_mul: 1
n_warmup_steps: 4000
lr: 0.001
clip: None
gcn_depth: 1
propalpha: 0.05
alpha: 2.0
log: ./study/logs/sd/09_24_07_08.log
-------------- End ----------------
Train the model with 1057592 parameters
start training...
Epoch: 001, Train Loss: 60.6256, Valid Loss: 30.9893, Valid RMSE: 46.6731,Valid MAE: 30.9893,Training Time: 280.6432/epoch
Epoch: 002, Train Loss: 28.9940, Valid Loss: 24.4454, Valid RMSE: 37.1187,Valid MAE: 24.4454,Training Time: 257.2567/epoch
Epoch: 003, Train Loss: 25.2344, Valid Loss: 24.8627, Valid RMSE: 36.3201,Valid MAE: 24.8627,Training Time: 255.7333/epoch
Epoch: 004, Train Loss: 23.8473, Valid Loss: 22.1937, Valid RMSE: 33.2229,Valid MAE: 22.1937,Training Time: 256.9042/epoch
Epoch: 005, Train Loss: 22.5066, Valid Loss: 21.3651, Valid RMSE: 32.2355,Valid MAE: 21.3651,Training Time: 259.1045/epoch
Epoch: 006, Train Loss: 21.8451, Valid Loss: 20.7515, Valid RMSE: 31.2023,Valid MAE: 20.7515,Training Time: 262.5632/epoch
Epoch: 007, Train Loss: 24.4573, Valid Loss: 23.9913, Valid RMSE: 34.1998,Valid MAE: 23.9913,Training Time: 266.3422/epoch
Epoch: 008, Train Loss: 21.8353, Valid Loss: 19.4987, Valid RMSE: 29.6540,Valid MAE: 19.4987,Training Time: 262.5041/epoch
Epoch: 009, Train Loss: 19.8944, Valid Loss: 20.8608, Valid RMSE: 30.2976,Valid MAE: 20.8608,Training Time: 260.2749/epoch
Epoch: 010, Train Loss: 18.0156, Valid Loss: 17.7933, Valid RMSE: 28.2142,Valid MAE: 17.7933,Training Time: 255.8971/epoch
Epoch: 011, Train Loss: 16.7849, Valid Loss: 16.9063, Valid RMSE: 27.1654,Valid MAE: 16.9063,Training Time: 256.8051/epoch
