Start Deterministic Training with seed 42
x_train.shape: (10700, 12, 170, 2) y_train.shape: (10700, 12, 170, 2)
x_val.shape: (3566, 12, 170, 2) y_val.shape: (3566, 12, 170, 2)
x_test.shape: (3567, 12, 170, 2) y_test.shape: (3567, 12, 170, 2)
mean: 229.8431355598314 std: 145.62553066568907
------------ Options -------------
device: cuda:0
k: 15
l: 2
dataset: pems08
data: data/PEMS08
seq_length: 12
steps_per_day: 288
nhid: 128
in_dim: 2
num_nodes: 170
batch_size: 64
dropout: 0.1
epochs: 200
print_every: 50
seed: 42
save: ./study/experiment/pems08/06_30_14_08/
expid: 1
load_path: None
patience: 25
lr_mul: 1
n_warmup_steps: 4000
lr: 0.001
clip: None
gcn_depth: 1
propalpha: 0.05
alpha: 3.0
log: ./study/logs/pems08/06_30_14_08.log
-------------- End ----------------
Train the model with 2130072 parameters
start training...
Epoch: 001, Train Loss: 63.4699, Valid Loss: 25.8864, Valid RMSE: 38.5552,Valid MAE: 25.8864,Training Time: 45.6217/epoch
Epoch: 002, Train Loss: 26.0429, Valid Loss: 22.6226, Valid RMSE: 33.6596,Valid MAE: 22.6226,Training Time: 44.5258/epoch
Epoch: 003, Train Loss: 22.9971, Valid Loss: 21.2920, Valid RMSE: 31.5158,Valid MAE: 21.2920,Training Time: 44.5457/epoch
Epoch: 004, Train Loss: 21.3128, Valid Loss: 22.5654, Valid RMSE: 32.6432,Valid MAE: 22.5654,Training Time: 44.6151/epoch
Epoch: 005, Train Loss: 20.0335, Valid Loss: 19.1033, Valid RMSE: 28.6658,Valid MAE: 19.1033,Training Time: 44.5904/epoch
Epoch: 006, Train Loss: 19.3249, Valid Loss: 18.4709, Valid RMSE: 28.0603,Valid MAE: 18.4709,Training Time: 44.6735/epoch
Epoch: 007, Train Loss: 18.8467, Valid Loss: 20.6436, Valid RMSE: 29.4238,Valid MAE: 20.6436,Training Time: 44.5457/epoch
Epoch: 008, Train Loss: 18.3388, Valid Loss: 17.4707, Valid RMSE: 26.6473,Valid MAE: 17.4707,Training Time: 44.6723/epoch
Epoch: 009, Train Loss: 18.2699, Valid Loss: 17.9095, Valid RMSE: 26.9491,Valid MAE: 17.9095,Training Time: 44.6427/epoch
Epoch: 010, Train Loss: 18.1342, Valid Loss: 17.3541, Valid RMSE: 26.2996,Valid MAE: 17.3541,Training Time: 44.5986/epoch
Epoch: 011, Train Loss: 17.6929, Valid Loss: 16.4125, Valid RMSE: 25.5273,Valid MAE: 16.4125,Training Time: 44.7330/epoch
Epoch: 012, Train Loss: 17.5149, Valid Loss: 18.5943, Valid RMSE: 27.1460,Valid MAE: 18.5943,Training Time: 44.7124/epoch
Epoch: 013, Train Loss: 17.4193, Valid Loss: 16.5272, Valid RMSE: 25.4712,Valid MAE: 16.5272,Training Time: 44.5284/epoch
Epoch: 014, Train Loss: 17.1062, Valid Loss: 18.9673, Valid RMSE: 27.1648,Valid MAE: 18.9673,Training Time: 44.5673/epoch
Epoch: 015, Train Loss: 17.2238, Valid Loss: 16.3063, Valid RMSE: 25.0838,Valid MAE: 16.3063,Training Time: 44.5631/epoch
Epoch: 016, Train Loss: 17.2305, Valid Loss: 17.5330, Valid RMSE: 26.1307,Valid MAE: 17.5330,Training Time: 44.6893/epoch
Epoch: 017, Train Loss: 16.9662, Valid Loss: 16.0948, Valid RMSE: 24.8331,Valid MAE: 16.0948,Training Time: 44.8715/epoch
Epoch: 018, Train Loss: 16.9315, Valid Loss: 17.7964, Valid RMSE: 26.1988,Valid MAE: 17.7964,Training Time: 44.6914/epoch
